





PK;NOMBRE;SUBTIPO;DESCRIPCION;FECHA;AUTORES;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
409194;"Encuentros";"Escultura conceptual o abstracta";"La obra, creada por el escultor melillense Mustafa Arruf, se realizó para conmemorar el V Centenario de la fundación de Melilla en 1497, y fue precisamente esta ciudad la que la donó a Madrid en noviembre de 1997. Forma parte de una composición tripartita, que tiene sus otros elementos en la propia Melilla y en Bruselas, cuyo objeto es homenajear la interculturalidad, la fraternidad y la concordia entre los pueblos. Está ubicada en el acceso al parque desde los Recintos Feriales, y no corresponde a los trabajos encargados con motivo del Simposium Internacional de Esculturas al Aire Libre organizado por el Ayuntamiento de Madrid en 1991 para la decoración del Parque Juan Carlos I. Actualmente, es una de las piezas (concretamente la n&amp;ordm; 4) que integra la llamada Senda de las Esculturas, un recorrido artístico-didáctico por todo el recinto donde el visitante percibe las vinculaciones entre el Arte y la Naturaleza, a través de una serie de creaciones de diferentes escultores que exhiben una gran variedad de propuestas estéticas.";"1997";"ARRUF, Mustafa";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409194.pdf?idMonumento=0e38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0e38091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CORRALEJOS";"BARAJAS";"448134";"4479389";"40.463555560548485";"-3.6117719956279433";"";"";"";""; 
409133;"Enrique Arroyo";"Estatua";"Arroyo Pintado fue el fundador de la Asociación de Floristas Iberoamericanos, que quiso honrar su memoria erigiéndole este busto frente a la Rosaleda en la que se celebra todos los años el Concurso Internacional de Rosas Nuevas. En el lugar que ocupa se hallaba el monumento a Sor Juana Inés de la Cruz, que tuvo que trasladarse a los jardines colindantes con la calle de Ferraz, dentro del propio ámbito del parque.";"1996";"SANTIAGO HERNÁNDEZ, Santiago de";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409133.pdf?idMonumento=c518091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c518091d1b9c4510091d1b9c45102e085a0aRCRD";"Rosaleda";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438716";"4475316";"40.42622309131999";"-3.722458874244255";"";"";"";""; 
408127;"Enrique Carrión";"Elemento conmemorativo, Lápida";"Enrique Carrión (1877-1959), marqués de Melín, militar, financiero y empresario filipino, fue promotor del edificio Carrión, situado en el tercer tramo de la Gran Vía, en el número 41.Se construyó con un chaflán en curva rematado por una torre de cuatro pisos; en su basamento los primeros niveles fueron reservados para oficinas y los últimos destinados a estudios de alquiler amueblados, siendo los primeros de este tipo en Madrid.El resto de la edificación se destinó a la sala de cine Capitol, que por su estructura, instalaciones y acabados, llegó a ser uno de los edificios más innovadores dentro de su tipología.En su origen, en el dintel de su entrada principal solo aparecía el rótulo: EDIFICIO CARRIÓN.Coincidiendo con el primer aniversario de la inauguración del edificio, el 2 de octubre de 1934 se celebró en el Hotel Nacional un homenaje a Enrique Carrión con la asistencia del Alcalde de Madrid; el día 12 de ese mismo mes, en un acto íntimo, se procedió al descubrimiento de la lápida, colocada en la puerta central del edificio ocupando el lugar central del rótulo inicial. Entre los asistentes a este acto estaban los arquitectos del edificio, Luis Martínez Feduchi y Vicente Eced Eced. El medallón del personaje estuvo desaparecido varios años; coincidiendo con la restauración del edificio para acondicionarlo como hotel, fue repuesto el medallón actual.";"1934";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408127.pdf?idMonumento=27a8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=27a8091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía";"C";"V";"41";"";"";"";"";"MADRID";"MADRID";"";"PALACIO";"CENTRO";"440056";"4474669";"40.420492251338764";"-3.706602171901796";"";"";"";""; 
408517;"Enrique de la Mata Gorostizaga";"Elemento conmemorativo, Lápida";"El puente que une las calles de Eduardo Dato y Juan Bravo fue proyectado por los ingenieros José Antonio Fernández Ordóñez y Julio Martínez Calzón, construyéndose entre 1968 y 1970. Bajo su tablero se instaló el Museo de Escultura Abstracta al Aire Libre que se abrió dos años más tarde. El arranque del puente se sitúa frente al que fue palacete de D. Miguel Maura Gamazo de la calle del Cisne, esquina a la glorieta de Rubén Darío, y después sede de la Cruz Roja Internacional. Este es el motivo por el cual el Ayuntamiento de Madrid decidió en 1988 dedicar una lápida al que fuera presidente de esta organización benéfica entre 1981 y 1987, el turolense Enrique de la Mata Gorostizaga (1933-1987). En ella se le dedica el paso elevado que vio construir desde las ventanas de su sede, premiando de este modo una vida dedicada al servicio público y a una intensa labor por la paz y los derechos humanos.";"1988";"ROLDÁN PASCUAL, Joaquín";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408517.pdf?idMonumento=eab8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=eab8091d1b9c4510091d1b9c45102e085a0aRCRD";"Rubén Darío";"Gta";"V";"4";"";"";"";"";"MADRID";"MADRID";"";"ALMAGRO";"CHAMBERÍ";"441501";"4476234";"40.43281193069583";"-3.6909799906987644";"";"";"";""; 
409467;"Enrique Herreros";"Estatua";"En la esquina de las calles Cea Bermúdez y Bravo Murillo existían unos jardinillos de trazado geométrico con recuadros y una glorieta de ocho calles, que a finales de los años noventa, y una vez borrada en su mayor parte la traza, todavía conservaban unos magníficos eucaliptos –de los que algunos se conservan– y unos cercis que teñían de color rosa al lugar en primavera. Este recinto se dedicó en 1993 a la memoria del ilustrador, dibujante, y cofundador de la revista de la Codorniz, el madrileño Enrique García Herreros (1903–1977), que en su polifacética vida también fue director y actor de cine, y representante y descubridor de artistas, algunas tan conocidas como Sara Montiel, aunque sus labores más conocidas son los dibujos que hizo para una edición del Quijote, y sus portadas y viñetas de la revista satírica La Codorniz, que reflejaban con precisión y mordacidad la vida madrileña del momento. En principio se instaló una simple placa en un pedestal, al que se añadió en 2003, tras la remodelación total sufrida por los jardines al construir un aparcamiento subterráneo, un segundo pedestal  de mayor tamaño con una ménsula volada sobre la que descansa la cabeza en bronce del personaje, elaborada  en 1957 por el escultor valenciano afincado en Madrid, José Torres Guardia, artista muy relacionado con los medios televisivos y cinematográficos, especializado en la ejecución de trofeos y premios.";"1993";"TORRES GUARDIA, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409467.pdf?idMonumento=0918091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0918091d1b9c4510091d1b9c45102e085a0aRCRD";"Cea Bermúdez";"C";"V";"2";"";"";"";"";"MADRID";"MADRID";"";"VALLEHERMOSO";"";"440232";"4476723";"40.43900826641918";"-3.7047208084606558";"";"";"";""; 
408269;"Enrique II";"Estatua";"Forma parte esta escultura de la serie concebida por el fraile benedictino Martín Sarmiento en 1743 para la decoración exterior del Palacio Real y, concretamente, de la balaustrada corrida superior, atendiendo a los proyectos de Juvarra y Sacchetti. Fueron esculpidas 114 estatuas entre dicho año de 1743 y 1748, durante los reinados de Felipe V y Fernando VI y bajo la dirección de los escultores de S.M. Juan Domingo Olivieri y Felipe de Castro, las cuales se llegaron a colocar total o parcialmente, pues hay noticia que, durante el reinado de Carlos III, el arquitecto mayor Francisco Sabatini llevó a cabo su desmontaje y almacenamiento en el Palacio, atendiendo a nuevos criterios estéticos. En 1842 fueron restauradas por Francisco Elías y José Tomás, distribuyéndose por diferentes lugares, como la Plaza de Oriente de Madrid, el Parque del Retiro, el Museo del Ejército y otras localidades, como Aranjuez, Toledo, Burgos, Logroño y Vitoria.En este caso, la estatua pertenece a la serie del Parque del Retiro, traída aquí en 1847, la que hoy adorna su Paseo de la República Argentina o de las Estatuas, entre la Puerta de España y el Estanque Grande, colocada a ambos lados y diametralmente, como fruto de la reorganización de la misma en 1989. Si bien, como su número es impar, esta disposición ha dado lugar a la ubicación de un pedestal sin escultura al final de la calle, hacia el estanque, para mantener la simetría.Representa al rey Enrique II de Castilla y León, el primer monarca de la dinastía de Trastámara, rama bastarda de la Casa de Borgoña, como hijo de Alfonso XI y de su amante D&amp;ordf; Leonor de Guzmán y tras asesinar a su medio hermano Pedro I el Cruel. Nació en Sevilla hacia 1333 y accedió al trono en 1369, falleciendo diez años después, tras haber reorganizado política y administrativamente la Corona de Castilla.La estatua se hallaba originalmente en el inmediato Jardín del Parterre, junto a otras tres de reyes, pero en noviembre de 1989 se decidió su traslado al Paseo para su conformación. En 1997 fue restaurada, tras la reposición de elementos que habían desaparecido y subsanación de otros defectos.";"1743";"BOISTON, Phelipe";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408269.pdf?idMonumento=a908091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a908091d1b9c4510091d1b9c45102e085a0aRCRD";"República Argentina";"Pº";"V";"";"";"";"";"";"MADRID";"MADRID";"";"JERÓNIMOS";"RETIRO";"441689";"4474255";"40.41687869965985";"-3.687328012742586";"";"";"";""; 
408370;"Enrique Iniesta";"Estatua";"El origen de este monumento radica en un encargo privado del hijo del insigne violinista Enrique Iniesta (1906-1969), que en 1973 solicitó al escultor Federico Coullaut-Valera la realización de un busto de su padre con destino a un futuro monumento que debía levantarse en un parque madrileño. Con este objetivo, ofreció la cesión del modelo al Ayuntamiento, que sólo tendría que subvencionar la fundición en bronce del mismo, valorada en 175.000 ptas; siendo aceptada su propuesta por la Comisión Municipal de Gobierno el 8 de mayo de 1974. En enero del siguiente año el conjunto se instaló ya en su actual ubicación: una pradera de césped, cobijada por las ramas de un magnolio, en el parque de la Fuente del Berro; aunque se decidió retrasar su inauguración hasta el 9 de octubre de ese mismo año para integrarla dentro de los actos organizados con motivo de las fiestas del Pilar. Llegado el día, presidió la ceremonia el alcalde de Madrid, D. Miguel Ángel García Lomas, que desveló la escultura junto con el hermano del músico efigiado, el teniente general Carlos Iniesta, y en presencia de la viuda de aquél, D&amp;ordf;. Concepción Coullaut, y de sus hijos, mientras que D&amp;ordf;. Juana Espinós, directora de la Biblioteca Musical del Ayuntamiento, se encargó de trazar su trayectoria, finalizando el acto con la audición grabada del primer tiempo del Concierto de Mendelssohn interpretado por la Orquesta de Chile con Enrique Iniesta como solista.";"1975";"COULLAUT-VALERA MENDIGUTIA, Federico";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408370.pdf?idMonumento=6c08091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6c08091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"FUENTE DEL BERRO";"SALAMANCA";"44396";"4475177";"";"";"";"";"";""; 
408168;"Enrique Jardiel Poncela";"Elemento conmemorativo, Lápida";"Enrique Jardiel Poncela, novelista y dramaturgo madrileño, nació en 1901 y murió en 1952.Fue uno de los grandes renovadores de la comedia en el panorama literario español. De sus novelas destaca “Amor se escribe sin hache” de 1929, y en sus últimos años escribió preferentemente obras de teatro, entre las que descuellan: “Angélica o el honor de un brigadier”, “Un marido de ida y vuelta”, “Eloísa está debajo de un almendro” y “Los habitantes de la casa deshabitada”; varias de sus obras teatrales fueron llevadas al cine.La Sociedad General de Autores, bajo la Presidencia de Joaquín Calvo Sotelo, solicitó al Ayuntamiento de Madrid la instalación de una lápida en recuerdo de la casa donde nació. La inauguración oficial tuvo lugar el 18 de febrero 1968.";"1968";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408168.pdf?idMonumento=aba8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=aba8091d1b9c4510091d1b9c45102e085a0aRCRD";"Augusto Figueroa";"C";"V";"29";"";"";"";"";"MADRID";"MADRID";"";"JUSTICIA";"CENTRO";"440754";"4474878";"40.42242501281427";"-3.6983944082764797";"";"";"";""; 
408467;"Enrique Larreta";"Elemento conmemorativo, Lápida";"Cuando se abrió la calle que une Mateo Inurria con Mauricio Legendre a comienzos de los años sesenta, se decidió honrar la memoria del escritor modernista porteño Enrique Larreta –recién fallecido en 1961– dando su nombre a la nueva vía; colocándose una lápida conmemorativa en 1962 en el primer edificio construido en dicha calle.Enrique Rodríguez Larreta nació en Buenos Aires en 1875, y es el autor de 'La Gloria de Don Ramiro', novela que reconstruye la España de Felipe II; siendo nombrado miembro de la Real Academia Argentina de la Historia y de la Real Academia Española de la Lengua.";"1962";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408467.pdf?idMonumento=e6b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e6b8091d1b9c4510091d1b9c45102e085a0aRCRD";"Enrique Larreta";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASTILLA";"";"441812";"4479796";"40.46680328792619";"-3.686374032902894";"";"";"";""; 
408946;"Enrique Tierno Galván";"Elemento conmemorativo, Lápida";"El monumento fue erigido en 1987 en el Parque de la Amistad, inaugurado el 3 de abril de 1983 sobre terrenos anteriormente ocupados por chabolas. La iniciativa correspondió a la Junta Municipal de Mediodía y a la Asociación de Vecinos de Villaverde Este, que pretendían rendir homenaje al alcalde promotor de la obra, Enrique Tierno Galván (1918-1986), fallecido en 1986.";"1987";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408946.pdf?idMonumento=06c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=06c8091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"LOS ROSALES";"VILLAVERDE";"441272";"4466762";"40.34934840680163";"-3.691540457042561";"";"";"";""; 
